,class
14381,neg
12638,neg
13408,neg
31503,neg
1868,neg
25419,neg
15254,neg
1278,neg
12135,neg
20841,neg
4962,neg
12372,neg
16993,neg
3489,neg
9061,neg
2443,neg
31576,neg
4394,neg
5312,neg
10641,neg
11634,neg
34218,neg
33682,neg
28941,neg
31018,neg
25445,neg
30646,neg
9090,neg
33233,neg
24931,neg
6137,neg
9673,neg
25888,neg
18799,neg
9139,neg
18432,neg
33697,neg
35259,neg
10919,neg
18351,neg
7012,neg
19453,neg
19032,neg
19621,neg
10934,neg
13634,neg
6622,neg
5404,neg
11900,neg
29459,neg
457,neg
19458,neg
3304,neg
29602,neg
31796,neg
18483,neg
4560,neg
4184,neg
8841,neg
19991,neg
33456,neg
22040,neg
10177,neg
116,pos
32920,neg
12168,neg
10260,neg
12632,neg
16482,neg
2751,neg
363,pos
11878,neg
24530,pos
11669,neg
1773,neg
36057,neg
3285,neg
33288,neg
33370,neg
21294,neg
4626,neg
23354,neg
30966,neg
29527,neg
2688,neg
35340,neg
19356,neg
17137,neg
34568,neg
34579,neg
35986,neg
25509,neg
33560,neg
15321,neg
16694,neg
11632,neg
30047,neg
7074,neg
11354,neg
17585,neg
4541,neg
7060,neg
18022,neg
29768,neg
34391,neg
30684,neg
32144,neg
22828,neg
30532,neg
5268,neg
35479,neg
11763,neg
3086,neg
17863,neg
22422,neg
29069,neg
34522,neg
1374,neg
7716,neg
25611,neg
35403,neg
27689,neg
33883,neg
22143,neg
8410,neg
4965,neg
25345,neg
34878,neg
26297,neg
22545,pos
15744,neg
35172,neg
18612,neg
26715,neg
8791,neg
3487,neg
25686,neg
14339,neg
16050,neg
14280,neg
2002,neg
1880,neg
11339,neg
588,neg
21668,neg
8887,neg
20799,neg
15276,neg
35260,neg
16537,neg
27139,neg
16031,neg
35667,neg
19592,neg
19720,neg
5852,neg
29503,neg
19625,neg
9926,neg
10181,neg
12223,neg
34659,neg
22613,neg
34673,neg
5707,neg
26823,neg
31199,neg
1912,neg
5237,neg
20996,neg
10874,neg
24028,neg
25514,neg
11969,neg
9560,neg
6571,neg
18790,neg
15225,neg
32482,neg
19010,neg
21469,neg
20993,neg
18224,neg
24924,neg
23173,neg
27320,neg
18029,neg
5862,neg
1461,neg
25735,neg
32202,neg
34208,neg
25171,neg
31320,neg
7797,neg
21193,neg
6719,neg
3847,neg
33506,neg
28268,neg
20850,neg
27177,neg
13152,neg
12686,neg
5450,neg
13614,neg
7229,neg
14201,neg
15434,neg
32779,neg
32302,neg
24154,neg
27715,neg
29723,neg
5106,neg
591,neg
10182,neg
35985,neg
17429,neg
567,neg
22446,neg
3093,neg
35937,neg
23845,neg
25871,neg
13415,neg
8872,neg
7835,neg
25660,neg
27182,neg
11678,neg
7080,neg
32104,neg
2476,neg
26527,neg
22497,neg
33134,neg
22563,neg
7078,neg
22253,neg
22713,neg
28284,neg
7394,neg
9619,neg
3332,neg
8525,neg
8955,neg
13379,neg
3829,neg
27358,neg
16177,neg
34656,neg
6634,neg
24623,neg
2448,neg
19634,neg
6263,neg
10476,neg
29126,pos
12993,neg
5270,neg
34474,neg
17265,neg
11014,neg
29498,neg
13868,neg
20093,neg
32837,neg
31680,neg
3877,neg
22743,neg
9921,neg
7867,neg
11201,neg
3119,neg
23014,neg
26617,neg
32300,neg
24135,neg
29760,neg
36095,neg
29061,neg
9070,neg
20567,neg
20130,neg
28416,neg
22002,neg
669,neg
14660,neg
10965,neg
22520,neg
27317,neg
16101,neg
14071,neg
32015,neg
25700,neg
17567,neg
15624,neg
23189,neg
7097,neg
13239,neg
27327,neg
529,neg
11740,neg
26966,pos
2805,neg
19261,neg
31898,neg
24301,neg
28534,neg
20219,neg
10179,neg
7364,neg
24187,neg
1630,neg
35327,neg
1717,neg
21906,neg
24418,neg
24084,neg
19582,neg
23609,neg
30932,neg
16613,neg
2771,neg
12067,neg
30211,neg
6169,neg
30989,neg
20510,neg
9823,neg
18435,neg
4751,neg
23312,neg
1317,neg
12231,neg
10582,neg
14836,neg
33596,neg
13395,neg
34460,neg
35698,neg
35780,neg
34,pos
10070,neg
6208,neg
21553,neg
19124,neg
18148,neg
30831,neg
15784,neg
28327,neg
13222,neg
26058,neg
12454,neg
19744,neg
35528,neg
35020,neg
24462,neg
7135,neg
12426,neg
29852,neg
13672,neg
5242,neg
31906,neg
32228,neg
30544,neg
14699,neg
17182,neg
1772,neg
4229,neg
25405,neg
29127,neg
26560,neg
13650,neg
6411,neg
1238,neg
35374,neg
11544,neg
23209,neg
31305,neg
22357,neg
11974,neg
34981,pos
24593,neg
7372,neg
30420,neg
31822,neg
14574,neg
16809,neg
29666,neg
7881,neg
13853,neg
5605,neg
12042,neg
12279,neg
10561,neg
3158,neg
22890,neg
35496,neg
29619,neg
16985,neg
26578,neg
4833,neg
24660,neg
20327,neg
23851,neg
25327,neg
6050,neg
26173,neg
20789,neg
5164,neg
7182,neg
16254,neg
23776,neg
23844,neg
32724,neg
9381,neg
13059,neg
16892,neg
29247,neg
8224,neg
8964,neg
21325,neg
30878,neg
3783,neg
23689,neg
1791,neg
9559,neg
12552,neg
10362,neg
31649,neg
24696,neg
11788,neg
74,pos
33485,neg
20393,neg
13040,neg
31415,neg
17435,neg
25334,neg
7689,neg
4519,neg
32568,neg
16245,neg
4557,neg
19515,neg
15997,neg
30140,neg
15240,neg
24955,neg
12843,neg
35701,neg
21225,neg
19440,neg
35720,neg
13296,pos
9752,neg
4572,neg
15444,neg
28791,neg
18059,neg
19610,neg
17988,neg
26855,neg
19743,neg
24233,neg
12813,neg
33958,neg
17652,neg
31369,neg
4936,neg
33226,neg
22946,neg
28784,neg
19722,neg
1682,neg
35478,neg
11034,neg
33458,neg
9711,neg
18574,neg
7246,neg
32491,neg
34866,neg
6940,neg
1252,neg
29419,neg
21501,neg
20169,neg
19846,neg
3112,neg
16152,neg
12330,neg
20880,neg
14040,neg
28002,neg
2721,neg
14912,neg
33983,neg
20472,neg
8620,neg
35366,neg
17845,neg
34735,neg
28801,neg
1351,neg
18205,neg
13958,neg
29786,neg
21298,neg
30471,neg
23181,neg
33307,neg
18916,neg
27678,neg
20629,neg
9495,neg
23324,neg
33967,neg
32746,neg
30883,neg
21987,neg
27641,neg
22826,neg
16755,neg
13512,neg
1507,neg
20997,neg
14445,neg
30998,neg
35605,neg
2601,neg
10902,pos
1493,neg
8254,neg
10982,neg
24032,neg
24123,neg
22564,neg
15938,neg
12260,neg
27477,neg
21562,neg
24768,neg
1544,neg
19674,neg
1220,neg
21281,neg
767,neg
28431,neg
24860,neg
26831,neg
28743,neg
2498,neg
2093,neg
6418,neg
17090,neg
28860,neg
449,neg
8292,neg
16372,neg
8672,neg
12536,neg
31880,neg
22210,neg
21128,neg
28135,neg
25043,neg
16494,neg
16869,neg
35692,neg
23998,neg
29846,neg
24393,neg
12805,neg
30136,neg
27301,neg
19460,neg
8917,neg
6087,neg
36142,neg
36089,neg
3813,neg
22218,neg
325,pos
27097,neg
30519,neg
19312,neg
26724,neg
6192,neg
477,neg
9051,neg
22804,neg
35148,neg
3837,neg
4202,neg
25209,neg
14584,neg
22987,neg
31699,neg
6336,neg
6014,neg
35542,neg
3776,neg
13900,neg
7925,neg
12640,neg
12885,neg
36091,neg
33265,neg
12435,neg
32119,neg
19726,neg
18782,neg
15160,pos
2970,neg
30425,neg
34775,neg
26209,neg
14035,neg
8473,neg
14581,neg
6374,neg
20891,neg
17250,neg
26362,neg
30813,neg
14405,neg
18145,neg
22802,neg
21639,neg
5435,neg
33087,neg
29015,neg
3244,neg
14867,neg
21219,neg
28419,neg
26512,neg
16857,neg
20977,neg
15108,neg
11192,neg
24666,neg
25534,neg
19652,neg
2141,neg
24815,neg
21855,neg
27750,neg
4312,neg
33029,neg
6759,neg
10786,neg
5625,neg
12988,neg
26622,neg
14674,neg
18625,neg
28186,neg
3667,neg
33049,neg
17441,neg
16884,neg
6091,neg
2424,neg
32160,neg
33624,neg
8215,pos
17153,neg
33847,neg
4341,neg
10445,neg
12703,neg
10253,neg
2164,neg
4952,neg
19478,neg
32048,neg
15753,neg
8682,neg
33300,neg
31793,neg
13520,neg
10729,neg
16164,neg
34418,neg
15973,neg
17759,neg
8925,neg
5299,neg
24350,neg
6045,neg
27531,neg
21642,neg
25331,neg
15979,neg
2207,neg
27936,neg
29687,neg
25573,pos
11026,neg
28490,neg
4182,neg
4406,neg
13716,neg
25804,neg
26533,neg
15949,neg
26967,neg
26865,neg
13313,neg
9497,neg
7554,neg
19447,neg
3480,neg
23238,neg
32719,neg
20595,neg
9251,neg
7497,neg
23302,neg
35702,neg
27975,neg
8536,neg
16128,neg
22694,neg
35563,neg
7366,neg
25429,neg
13306,neg
8248,neg
8122,neg
4415,neg
31095,neg
30590,neg
27711,neg
18406,neg
35704,neg
25133,neg
11108,neg
33643,neg
20745,neg
27486,neg
29004,neg
5860,neg
26090,neg
28229,neg
25416,neg
11058,neg
22155,pos
5453,neg
6274,neg
15470,neg
35645,neg
23227,neg
14742,neg
9377,neg
5714,neg
9172,neg
32358,neg
35028,neg
26449,neg
30178,neg
32703,neg
14416,neg
26649,neg
30768,neg
4214,neg
15768,neg
15170,neg
16333,neg
15267,neg
33943,neg
6082,neg
3031,neg
13065,neg
29292,neg
8401,neg
2597,pos
21097,neg
34971,neg
18698,neg
28998,neg
17594,neg
2406,pos
35855,neg
22784,neg
6831,neg
6024,neg
35793,neg
3535,neg
35171,neg
7051,neg
32799,neg
26639,neg
11097,neg
24906,neg
27078,neg
29181,neg
6334,neg
9486,neg
19587,neg
21471,neg
18819,neg
33099,neg
9363,neg
23570,neg
18761,neg
2495,neg
32431,neg
33152,neg
27504,neg
10229,neg
33352,neg
27516,neg
27119,neg
30397,neg
5148,neg
28401,neg
11647,neg
9605,neg
5919,neg
12976,neg
13243,neg
30805,neg
30517,neg
5501,neg
24732,neg
26760,neg
6240,neg
3955,neg
34172,neg
18793,neg
11,pos
14917,neg
11821,neg
5701,neg
14014,neg
31488,neg
35557,neg
17696,neg
19609,neg
15919,neg
12411,neg
6390,neg
28001,neg
27017,neg
25503,neg
9114,neg
9212,neg
32882,neg
30830,neg
8716,neg
22866,neg
5405,neg
26782,neg
18349,neg
35342,neg
34121,neg
18317,neg
31314,neg
23370,neg
13208,neg
18171,neg
13505,neg
10251,neg
6338,neg
5433,neg
19662,neg
1994,neg
8362,neg
21421,neg
14958,neg
15807,neg
26161,neg
17817,neg
6164,neg
16074,neg
18007,neg
27825,neg
30413,neg
11061,neg
30,pos
29109,neg
129,pos
30296,neg
18512,neg
13513,neg
16289,neg
18964,neg
30935,neg
4055,neg
375,pos
22252,neg
18233,neg
27816,neg
6716,neg
32193,neg
28068,neg
2187,neg
300,pos
27822,neg
7335,neg
4695,neg
33843,neg
6494,neg
11441,neg
3503,neg
18168,neg
33513,neg
35681,neg
8213,neg
17072,neg
31980,neg
14444,neg
24970,neg
26667,neg
22977,neg
31540,neg
9323,neg
25623,neg
23656,neg
36027,neg
18038,neg
29899,neg
13946,neg
35801,neg
2296,neg
26457,neg
18474,neg
32448,neg
25131,pos
2112,neg
23187,neg
26549,neg
33645,neg
575,neg
19094,neg
9252,neg
35077,neg
20858,neg
12917,neg
25330,neg
26313,neg
8877,neg
15483,neg
8241,neg
24629,neg
35313,neg
12863,neg
10455,neg
24720,neg
17809,neg
23941,neg
7099,neg
13763,neg
14998,neg
27591,neg
7435,neg
34032,neg
16138,neg
3929,neg
12141,neg
34780,neg
10316,neg
15471,neg
27230,neg
17676,neg
6804,neg
19682,neg
28290,neg
1353,neg
17070,neg
31509,neg
2579,neg
35475,neg
30369,neg
25467,neg
29896,neg
26636,neg
15365,neg
8703,neg
32311,neg
29674,neg
33412,neg
8395,neg
24438,neg
12405,neg
4246,neg
15816,neg
2645,neg
30721,neg
29338,neg
18714,neg
7042,neg
10849,neg
35929,neg
17362,neg
9295,neg
30001,neg
23313,neg
18477,neg
9093,neg
23329,neg
15757,neg
11235,neg
18914,neg
15436,neg
18261,neg
4181,neg
25217,neg
9128,neg
6492,neg
12674,neg
13493,neg
34484,neg
2263,neg
28487,neg
13986,neg
21126,neg
13454,neg
30301,neg
13179,neg
4722,neg
24022,neg
2464,neg
17244,neg
23285,neg
25833,neg
28507,neg
23560,neg
27392,neg
34724,neg
30504,neg
1751,neg
35495,neg
14717,neg
29620,neg
32995,neg
7751,neg
36070,neg
34804,neg
6159,neg
34088,neg
23994,neg
21840,neg
831,neg
34225,neg
31117,neg
9871,neg
35316,neg
13964,neg
24310,neg
13075,neg
14724,neg
25384,neg
22029,neg
34698,neg
23278,neg
12056,neg
34590,neg
8238,neg
15775,neg
21337,neg
27074,neg
10414,neg
23373,neg
8521,neg
10598,neg
8901,neg
25792,neg
18560,neg
19757,neg
18187,neg
12452,neg
13803,neg
16363,neg
8404,neg
33318,neg
6380,neg
15738,neg
482,neg
23592,neg
24813,neg
10591,neg
10538,neg
20641,neg
162,pos
32723,neg
27300,neg
19606,neg
27740,neg
15288,neg
19401,neg
5922,neg
15110,neg
29098,neg
33521,neg
27998,neg
8002,neg
33343,neg
29134,neg
26678,neg
17744,neg
8488,neg
35031,neg
17901,neg
34173,neg
6446,neg
26528,neg
11377,neg
21414,neg
18706,neg
22233,pos
7729,neg
28979,neg
18638,neg
33222,neg
16825,neg
15894,neg
2212,neg
23083,neg
23441,neg
24502,neg
1416,neg
30147,neg
22978,neg
6105,neg
5509,neg
27375,neg
34801,neg
19699,neg
8024,neg
32430,neg
30515,neg
11324,neg
36035,neg
16773,neg
27716,neg
19916,neg
18042,neg
29251,neg
33179,neg
13735,neg
30224,neg
18629,neg
31555,neg
33740,neg
28015,neg
26015,neg
4813,neg
1807,neg
29972,neg
35877,neg
3281,neg
4840,neg
3567,neg
34133,neg
33015,neg
7413,neg
24905,neg
24095,neg
5304,neg
19442,neg
186,pos
26255,neg
36136,neg
29189,neg
34388,neg
7948,neg
14435,neg
10322,neg
15059,neg
26524,neg
33425,neg
10733,neg
4434,neg
3113,neg
13582,neg
18309,neg
10547,neg
15873,neg
26358,neg
26136,neg
12986,neg
21825,neg
13940,neg
34797,neg
6507,neg
21079,neg
2624,neg
3733,neg
3660,neg
1299,neg
21331,neg
32274,neg
32638,neg
24480,neg
32960,neg
11055,neg
8790,neg
20465,neg
15283,neg
18553,neg
7969,neg
23680,neg
27790,neg
26465,neg
16471,neg
5355,neg
11366,neg
5593,pos
22024,neg
7657,neg
22590,neg
35549,neg
7919,neg
23079,neg
822,neg
32401,neg
2891,neg
19697,neg
6352,neg
36043,neg
35796,neg
22492,neg
28729,neg
713,neg
10958,neg
6123,neg
3540,neg
20197,neg
4403,neg
9231,neg
10707,neg
14853,neg
10708,neg
7022,neg
31612,neg
31719,neg
27753,neg
12642,neg
19878,neg
24896,neg
30444,neg
16540,neg
7489,neg
20291,neg
32312,neg
3775,neg
8078,neg
1237,neg
29042,neg
11229,neg
12219,neg
15433,neg
11621,neg
3103,neg
31103,neg
2741,neg
35851,neg
32468,neg
28880,pos
11479,neg
2580,neg
31358,neg
17758,neg
3199,neg
4778,neg
13055,neg
145,pos
27239,neg
13009,neg
7703,neg
7790,neg
11114,neg
15887,neg
26049,neg
32412,neg
31811,neg
11582,neg
8113,neg
28050,neg
1242,neg
4427,neg
15918,neg
6572,neg
17,pos
20328,neg
21012,neg
795,neg
32922,neg
22150,neg
25916,neg
14777,neg
13135,neg
34826,neg
31625,neg
24144,neg
19342,neg
10541,neg
3917,neg
17723,neg
33301,neg
11015,neg
8170,neg
16095,neg
11517,neg
24070,neg
1319,neg
29049,neg
25004,neg
15562,neg
10071,neg
33540,neg
29332,neg
15400,neg
1372,neg
22113,neg
11608,neg
8461,neg
21470,neg
1359,neg
16795,neg
19982,neg
26970,neg
32617,neg
16355,neg
1,pos
8495,neg
35969,neg
6023,neg
28586,neg
29582,neg
19074,neg
16178,neg
24967,neg
14132,neg
32813,neg
11316,neg
13567,neg
22827,neg
15502,neg
3620,neg
18051,neg
355,pos
5357,neg
4858,neg
28925,neg
5677,neg
23234,neg
21483,neg
24640,neg
24189,neg
18270,neg
23070,neg
31654,neg
12429,neg
33356,neg
32594,neg
29168,neg
32553,neg
24442,neg
28251,neg
211,pos
19902,neg
16097,neg
18401,neg
30170,neg
20315,neg
12353,neg
27796,neg
26589,neg
15235,neg
15135,neg
34292,neg
27813,neg
35573,neg
15091,neg
16974,neg
1087,neg
28655,neg
18915,neg
4180,pos
1852,neg
846,neg
23664,neg
3,pos
10335,neg
33478,neg
10536,neg
22147,neg
19831,neg
23258,neg
12049,neg
2356,neg
22524,neg
34302,neg
4643,neg
29545,neg
20621,neg
24018,neg
7085,neg
16655,neg
8407,neg
21842,neg
9108,neg
24322,neg
18202,neg
5354,neg
26985,neg
10869,neg
12366,neg
19335,neg
18910,neg
6221,neg
17791,neg
8642,neg
19685,neg
36140,neg
26101,neg
4078,neg
8626,neg
9979,neg
17323,neg
2423,neg
19930,neg
21270,neg
104,pos
9730,neg
4206,neg
1349,neg
23903,neg
30302,neg
4946,neg
6841,neg
32192,neg
26978,neg
29607,neg
10440,neg
16465,neg
7430,neg
3875,neg
16587,neg
22841,neg
7564,neg
3228,neg
5415,neg
784,neg
22286,neg
30179,neg
25628,neg
6366,neg
6098,neg
352,pos
26958,neg
5538,neg
17935,neg
44,pos
30154,neg
19476,neg
6886,neg
4121,neg
28307,neg
32548,neg
31499,neg
22901,neg
7254,neg
29121,neg
30457,neg
34601,neg
28435,neg
6201,neg
10136,neg
22397,neg
33094,neg
28044,pos
31017,neg
24261,pos
26232,neg
24260,neg
1604,neg
2492,neg
11617,neg
33545,neg
17447,neg
25828,neg
22438,neg
24704,pos
3835,neg
5943,neg
4478,neg
31736,neg
14511,neg
30237,neg
12582,neg
6938,neg
11254,neg
1883,neg
10246,neg
33353,neg
3565,neg
6214,neg
4575,neg
16739,neg
15685,neg
3135,neg
9357,neg
20505,neg
3711,neg
25583,neg
16986,neg
7933,neg
24272,neg
250,pos
26020,neg
27227,neg
7470,neg
25772,neg
36093,neg
33993,neg
21075,neg
19092,neg
18325,neg
30342,neg
27858,neg
24560,neg
16033,neg
14450,neg
876,neg
7782,neg
32915,neg
12868,neg
28344,neg
7798,neg
4761,neg
6085,neg
20105,neg
17642,neg
13253,neg
2708,neg
15985,neg
10105,neg
19239,neg
14565,neg
452,neg
16508,neg
19893,neg
13492,neg
4456,neg
12101,neg
32924,neg
16019,neg
28664,neg
1412,neg
12361,neg
11837,neg
33802,neg
430,pos
17442,neg
14691,neg
19293,neg
31396,neg
8005,neg
23766,neg
4660,neg
36030,neg
18391,neg
31326,neg
12308,neg
35242,neg
1157,neg
20466,neg
1167,neg
30027,neg
2756,neg
5901,neg
27185,neg
8367,neg
16989,neg
11017,neg
8275,neg
32110,neg
9412,neg
27287,neg
24577,neg
14358,neg
25121,neg
2295,neg
17386,neg
31740,neg
29941,neg
20731,neg
21923,neg
17177,neg
14800,neg
35662,neg
28106,neg
4661,neg
17981,neg
17830,neg
11175,neg
19193,neg
30089,neg
26729,neg
8388,neg
22229,neg
6149,neg
9513,neg
2218,neg
10163,neg
31684,neg
438,pos
27722,neg
23677,neg
6957,neg
27616,neg
35432,neg
13849,neg
19210,neg
31412,neg
3277,neg
28395,pos
35449,neg
11283,neg
3649,neg
4835,neg
31367,neg
14431,neg
10074,neg
12619,neg
12453,neg
4495,neg
15612,neg
25073,neg
10392,neg
13435,neg
14135,neg
7170,neg
19471,neg
1991,neg
15378,neg
31052,neg
1768,neg
4286,neg
21880,neg
21741,neg
11047,neg
18478,neg
11609,neg
31101,neg
13350,neg
605,neg
16012,neg
24950,neg
9757,neg
33264,neg
21587,neg
1333,neg
29676,neg
18509,neg
15022,neg
28656,neg
15040,neg
13485,neg
4074,neg
15893,neg
5408,neg
8862,neg
24707,neg
26046,neg
24400,neg
20616,neg
21998,neg
121,pos
35826,neg
36002,neg
14821,neg
20162,neg
1127,neg
2452,neg
9747,neg
11704,neg
5446,neg
31723,neg
21740,neg
14111,neg
19884,neg
6990,neg
31204,neg
27150,neg
23158,neg
32446,neg
14477,neg
34268,neg
25894,neg
5537,neg
17538,neg
908,neg
15621,neg
26032,neg
17904,neg
19057,neg
35317,neg
25520,neg
34909,neg
29670,neg
1849,neg
13028,neg
20866,neg
10337,neg
25156,neg
12021,neg
13711,neg
10754,neg
23753,neg
34139,neg
1738,neg
14887,neg
12726,neg
12656,neg
13678,neg
930,neg
1260,neg
2042,neg
6828,neg
29440,neg
17779,neg
12356,neg
34387,neg
32014,neg
17970,neg
14781,neg
15714,neg
16937,neg
3160,neg
4652,neg
20804,neg
31815,neg
25228,neg
3453,neg
7053,neg
26256,neg
27009,neg
17995,neg
4792,neg
33156,neg
34041,neg
4199,neg
13265,neg
30588,neg
32365,neg
23586,neg
25889,neg
8665,neg
21274,neg
5115,neg
4598,neg
20175,neg
21400,neg
14359,neg
29994,neg
9226,neg
7,pos
4779,neg
28021,neg
15963,neg
13294,neg
20127,neg
28640,neg
32786,neg
24591,neg
19624,neg
1899,neg
36056,neg
18254,neg
33460,neg
7966,neg
23197,neg
758,neg
5770,neg
29663,neg
640,neg
9934,neg
4548,neg
34023,neg
12044,neg
34637,neg
33795,neg
31372,neg
23415,neg
16382,neg
17537,neg
19030,neg
21200,neg
21709,neg
1387,neg
17941,neg
8420,neg
15351,neg
7443,neg
1928,neg
509,neg
18913,pos
34573,neg
5822,neg
5123,neg
10075,neg
32775,neg
9060,neg
29784,neg
27299,neg
2643,neg
19276,neg
3129,neg
22720,neg
9776,neg
3268,neg
22840,neg
12984,neg
8220,neg
33038,neg
7520,neg
26023,neg
7887,pos
9,pos
16422,neg
25633,neg
6965,neg
31756,neg
32823,neg
36126,neg
10808,neg
23047,neg
4565,neg
31157,neg
6243,neg
31012,neg
29297,neg
12737,neg
13150,neg
2827,neg
25273,neg
24687,neg
5703,neg
13085,neg
16506,neg
32069,neg
34846,neg
18805,neg
31041,neg
11285,neg
35729,neg
30359,neg
7575,neg
18487,neg
19569,neg
26759,neg
19099,neg
23066,neg
11398,neg
21649,neg
5315,neg
33659,neg
26939,neg
35414,neg
22452,neg
5543,neg
25697,neg
827,neg
2471,neg
29308,neg
18332,neg
5591,neg
26525,neg
5432,neg
29787,neg
22220,neg
32479,neg
34090,neg
12307,pos
18809,neg
2347,neg
25896,neg
31266,neg
27625,neg
30165,neg
6813,neg
13280,neg
35812,neg
24211,neg
21190,neg
19856,neg
19533,neg
1323,neg
35276,neg
3235,neg
3201,neg
21850,neg
15634,neg
17367,neg
27700,neg
32352,neg
28511,neg
21934,neg
35074,neg
24876,neg
13197,neg
33830,neg
8598,neg
19132,pos
8110,neg
18546,neg
32844,neg
20467,neg
13793,neg
29442,neg
31241,neg
24749,neg
14723,neg
6917,neg
25459,neg
3651,neg
7777,neg
9540,neg
12207,neg
10141,neg
8492,neg
24543,neg
11052,neg
35107,neg
2592,neg
32319,neg
18164,neg
34697,neg
18853,neg
12436,neg
9456,neg
23124,pos
14705,neg
9753,neg
8159,neg
3132,neg
30824,neg
14647,neg
26737,neg
33124,neg
8123,neg
27164,neg
31789,neg
24263,neg
16904,neg
27989,neg
6066,neg
15136,neg
18142,neg
14317,neg
22007,neg
2567,neg
5546,neg
5976,neg
20690,neg
17800,neg
25721,neg
9372,neg
28494,neg
20345,neg
926,neg
20639,neg
16762,neg
21831,neg
15972,neg
9170,neg
3668,neg
8611,neg
180,pos
1636,neg
12051,neg
19528,neg
34152,neg
887,neg
26122,neg
31829,neg
9033,neg
25403,neg
9397,neg
25789,neg
5577,neg
32498,neg
27491,neg
35237,neg
800,neg
34931,neg
9145,neg
30006,neg
12102,neg
7400,neg
13924,neg
14193,neg
16530,neg
7168,neg
12818,neg
8659,neg
34535,neg
8667,neg
32875,neg
1911,neg
32262,neg
5182,neg
5001,neg
2284,neg
19321,neg
15607,neg
9826,neg
13367,neg
12277,neg
33949,neg
34293,neg
3529,neg
14329,neg
3400,neg
30182,neg
27988,neg
15813,neg
26507,neg
28346,neg
23143,neg
9408,neg
24488,neg
15567,neg
10309,neg
5210,neg
15413,neg
21924,pos
8262,neg
32409,neg
26119,neg
27541,neg
12963,neg
16326,neg
35926,neg
35782,neg
585,neg
35505,neg
20014,neg
17560,neg
19246,neg
3421,neg
13212,neg
26443,neg
34483,neg
1679,neg
34551,neg
9901,neg
6609,neg
27768,neg
21776,neg
20558,neg
30657,neg
18436,neg
223,pos
15904,neg
25204,neg
21952,neg
6281,neg
11755,neg
27511,neg
21598,neg
3001,neg
26563,neg
2823,neg
14176,neg
17711,neg
17273,neg
29013,neg
28369,neg
32770,neg
31097,neg
30732,neg
5187,neg
6908,neg
19540,neg
23481,neg
13966,neg
8918,neg
18112,neg
22776,neg
10208,neg
18523,neg
25680,neg
32757,neg
13204,neg
26008,neg
11238,neg
21791,neg
18248,neg
30053,neg
25086,neg
18974,neg
32416,neg
4539,neg
28850,neg
31354,neg
22401,neg
30439,neg
21162,neg
33441,neg
9285,neg
4864,neg
10767,neg
427,pos
9319,neg
2323,neg
9519,neg
7484,neg
31648,neg
32091,neg
19214,neg
34594,neg
14082,neg
462,neg
13733,neg
35006,neg
17338,neg
23955,neg
25388,neg
28026,neg
28170,neg
26248,neg
10509,neg
26476,neg
3395,neg
32403,neg
16269,neg
30102,neg
10100,neg
324,pos
22560,neg
19608,neg
30577,neg
35892,neg
10378,neg
9768,neg
21820,neg
986,neg
35154,neg
25934,neg
32512,neg
35395,neg
17483,neg
2654,neg
30873,neg
16829,neg
1940,neg
6141,neg
14550,neg
17079,neg
28679,pos
14397,neg
20634,neg
25839,neg
14840,neg
7296,neg
21982,neg
8372,neg
32940,neg
17049,neg
2947,neg
9292,neg
16062,neg
28037,neg
24302,neg
22728,neg
21926,neg
30895,neg
31664,neg
12343,neg
24609,neg
7128,neg
4788,neg
26791,neg
34899,neg
10180,neg
1015,neg
29891,neg
12875,neg
11499,neg
3898,neg
24523,neg
29150,neg
625,neg
26299,neg
3889,neg
8747,neg
6787,neg
1655,neg
17651,neg
8232,neg
2026,neg
25153,neg
23606,neg
35965,neg
8730,neg
31650,neg
521,neg
6395,neg
8616,neg
5132,neg
29075,neg
33925,neg
14388,neg
31125,neg
21705,neg
23232,neg
33628,neg
15722,neg
9338,neg
34020,neg
22677,neg
18771,neg
20742,neg
28688,neg
15474,neg
6487,neg
27744,neg
34113,neg
21729,neg
35339,neg
6566,neg
24770,neg
35939,neg
10053,neg
22172,neg
31039,neg
21214,neg
35640,neg
33522,neg
11754,neg
1107,neg
9371,neg
12946,neg
23993,neg
28803,neg
35428,neg
27877,neg
11025,neg
1856,neg
18755,neg
7834,neg
20374,neg
18017,neg
31386,neg
20088,neg
28482,neg
23661,neg
2179,neg
17191,neg
3348,neg
15092,neg
5775,neg
36148,neg
15420,neg
12547,neg
6134,neg
33344,neg
25684,neg
16306,neg
15329,neg
6718,neg
31388,neg
35763,neg
436,pos
7678,neg
24227,neg
11100,neg
28965,neg
21168,neg
7178,neg
11638,neg
6055,neg
18048,neg
13180,neg
28529,neg
16950,neg
9686,neg
29178,neg
9663,neg
17043,neg
4035,neg
21818,neg
23437,neg
20040,neg
34508,neg
8131,neg
24702,neg
12774,neg
5184,neg
33741,neg
16244,neg
33280,neg
